name,type
dependentsyringefollowedbylx200,rle
diagonallightspeedcommunication,rle
diagonallinestretcher,rle
diagonalmovingsawtooth,rle
diagonalonoff,cells
diagonalonoff,rle
diamondback,cells
diamondback,rle
diamondring,cells
diamondring,rle
diamondring_synth,rle
diehard,cells
diehard,rle
diehard1192,cells
diehard1192,rle
diehard1217,rle
diehard1277,rle
diehard1279,rle
diehard1398,cells
diehard1398,rle
diehard1413,cells
diehard1413,rle
diehard1638,cells
diehard1638,rle
diehard1760,cells
diehard1760,rle
diehard1e1443,rle
diehard2474,cells
diehard2474,rle
diehard2500,cells
diehard2500,rle
diehard30273,cells
diehard30273,rle
diehard50716,rle
diehard518476,rle
diehard_synth,rle
diehardpredecessor2,cells
diehardpredecessor2,rle
diehardtetration,rle
diehardtetration1046,rle
diehardtetration17uuu3,rle
dinnertable,cells
dinnertable,rle
dinnertableextended,cells
dinnertableextended,rle
dinnertableextension,rle
diuresis,cells
diuresis,rle
diuresis_synth,rle
diuresisvariant,cells
diuresisvariant,rle
dock,cells
dock,rle
docksiamesecarrier,rle
domino,cells
domino,rle
domino_synth,rle
dominowicks,cells
dominowicks,rle
doodah,cells
doodah,rle
doseedo,cells
doseedo,rle
dot,cells
dot,rle
dot_synth,rle
double28p7.3,cells
double28p7.3,rle
doubleblockeating,cells
doubleblockeating,rle
doublebulldozertagalong,cells
doublebulldozertagalong,rle
doublecaterer,cells
doublecaterer,rle
doubleclaw,cells
doubleclaw,rle
doubleewe,cells
doubleewe,rle
doubleskewbracketpulsar1,cells
doubleskewbracketpulsar1,rle
doubleskewbracketpulsar2,cells
doubleskewbracketpulsar2,rle
doubletnosereaction,cells
doubletnosereaction,rle
doublex,cells
doublex,rle
dove,cells
dove,rle
dove_synth,rle
dovewithcousin,cells
dovewithcousin,rle
downsnakeontable,cells
downsnakeontable,rle
dragon,cells
dragon,rle
dragonflotillae,rle
dragonspullingtoads,cells
dragonspullingtoads,rle
dragontagalongs,rle
driftyeater3variant,cells
driftyeater3variant,rle
drylifeflowergarden,cells
drylifeflowergarden,rle
dualfuse,cells
dualfuse,rle
duelingbanjos,cells
duelingbanjos,rle
duelingbanjos_synth,rle
duelingbanjosp24gun,cells
duelingbanjosp24gun,rle
duelingbanjosp48glidergun,cells
duelingbanjosp48glidergun,rle
duelingbanjostetramer,cells
duelingbanjostetramer,rle
duodecapole,cells
duodecapole,rle
duoplet,cells
duoplet,rle
duoplet_synth,rle
eater1,cells
eater1,rle
eater1_synth,rle
eater1edgeshooters,rle
eater1reactions,rle
eater1withblinker,rle
eater1withglider,rle
eater1withloaf,rle
eater1withprebeehive,rle
eater2,cells
eater2,rle
eater2_synth,rle
eater2eat,cells
eater2eat,rle
eater2onetimeswitch,rle
eater2variant,cells
eater2variant,rle
eater2variant2,cells
eater2variant2,rle
eater3,cells
eater3,rle
eater3_synth,rle
eater3driftervariant,cells
eater3driftervariant,rle
eater4,cells
eater4,rle
eater4_synth,rle
eater5,cells
eater5,rle
eater5eatinggliders,cells
eater5eatinggliders,rle
eater5variant,cells
eater5variant,rle
eaterblockfrob,cells
eaterblockfrob,rle
eaterblockfrob_synth,rle
eaterbridgeeater,cells
eaterbridgeeater,rle
eaterbridgeeater_synth,rle
eaterbts,cells
eaterbts,rle
eatereatingpentadecathlon,cells
eatereatingpentadecathlon,rle
eaterheadsiamesecarrier,rle
eaterheadsiameseeaterhead,cells
eaterheadsiameseeaterhead,rle
eaterheadsiameseeatertail,cells
eaterheadsiameseeatertail,rle
eaterheadsiameseeatertail_synth,rle
eaterheadsiameselongsnake,cells
eaterheadsiameselongsnake,rle
eaterheadsiamesesnake,cells
eaterheadsiamesesnake,rle
eateronboat,cells
eateronboat,rle
eateronboat_synth,rle
eaterplug,cells
eaterplug,rle
eaterplug_synth,rle
eaterstampcollection,rle
eatertailsiamesecarrier,rle
eatertailsiameseeatertail,cells
eatertailsiameseeatertail,rle
eatertailsiameselongsnake,cells
eatertailsiameselongsnake,rle
eatertailsiamesesnake,cells
eatertailsiamesesnake,rle
eatertailtieship,cells
eatertailtieship,rle
eatertieboat,cells
eatertieboat,rle
eaterwithcape,cells
eaterwithcape,rle
eaterwithheadfeather,cells
eaterwithheadfeather,rle
eaterwithtailfeather,cells
eaterwithtailfeather,rle
eatingc4ss,rle
ecologist,cells
ecologist,rle
ecologistwiththreelwss,cells
ecologistwiththreelwss,rle
ed,cells
ed,rle
edgerepair2killsbeehives,cells
edgerepair2killsbeehives,rle
edgerepairherschel,rle
edgerepairspaceship1,cells
edgerepairspaceship1,rle
edgerepairspaceship2,cells
edgerepairspaceship2,rle
edgerepairspaceshipsandobjects,rle
edgerepairspaceshipsdeleting,rle
edna,cells
edna,rle
edna26,cells
edna26,rle
edna_synth,rle
egyptianwalk,cells
egyptianwalk,rle
eheptomino,cells
eheptomino,rle
eheptomino_synth,rle
eheptominoancestor1,cells
eheptominoancestor1,rle
eheptominoancestor2,cells
eheptominoancestor2,rle
elbowladder,rle
electricfence,cells
electricfence,rle
electricfences,cells
electricfences,rle
elevener,cells
elevener,rle
elevener_synth,rle
elevenloop,cells
elevenloop,rle
elevenloop_synth,rle
elkiesp5,cells
elkiesp5,rle
elkiesp5_synth,rle
ellisonp4hwemulator,cells
ellisonp4hwemulator,rle
ellisonp4hwemulatorhybrid,cells
ellisonp4hwemulatorhybrid,rle
empty,rle
endemicp146,cells
endemicp146,rle
enretard,cells
enretard,rle
enterprise,cells
enterprise,rle
eureka,cells
eureka,rle
eureka_synth,rle
eurekaskewed,cells
eurekaskewed,rle
eve,cells
eve,rle
exponentialfilter,rle
extended68p9,cells
extended68p9,rle
extendedp6shuttle,cells
extendedp6shuttle,rle
extendedsnacker,cells
extendedsnacker,rle
extensible28p7.3,cells
extensible28p7.3,rle
extensible8enginecordership,rle
extensiblecrown,cells
extensiblecrown,rle
extraextralongsnake_synth,rle
extraglider,rle
extremelyimpressive,cells
extremelyimpressive,rle
extremelyimpressive_synth,rle
extrovert,cells
extrovert,rle
eyeofsauron,cells
eyeofsauron,rle
f116-2,rle
f116,cells
f116,rle
f117,cells
f117,rle
f131,cells
f131,rle
f131variant,cells
f131variant,rle
f166,cells
f166,rle
f171,cells
f171,rle
factory,cells
factory,rle
fanout,cells
fanout,rle
fastforwardforcefield,cells
fastforwardforcefield,rle
feather,cells
feather,rle
fermatprimecalculator,rle
fheptomino,cells
fheptomino,rle
fheptomino_synth,rle
figure8glidersynth,cells
figure8glidersynth,rle
figure8on22p36,cells
figure8on22p36,rle
figureeight,cells
figureeight,rle
figureeight_synth,rle
figureeightasreflector,rle
figureeighton30p25,cells
figureeighton30p25,rle
figureeighton32p21,cells
figureeighton32p21,rle
figureeighton34p13,rle
figureeighton36p22,cells
figureeighton36p22,rle
figureeighton42p38,cells
figureeighton42p38,rle
figureeighton43p54,cells
figureeighton43p54,rle
figureeighton44p38,cells
figureeighton44p38,rle
figureeighton74p127,cells
figureeighton74p127,rle
figureeightonbeluchenkosp13,cells
figureeightonbeluchenkosp13,rle
figureeightoncentinal,cells
figureeightoncentinal,rle
figureeightonp129rpentominohassler,rle
figureeightonp146piheptominohassler,cells
figureeightonp146piheptominohassler,rle
figureeightonp196piheptominohassler,cells
figureeightonp196piheptominohassler,rle
figureeightonp29prepulsarshuttle,cells
figureeightonp29prepulsarshuttle,rle
figureeightonp35honeyfarmhassler,cells
figureeightonp35honeyfarmhassler,rle
figureeightonp68centuryhassler,cells
figureeightonp68centuryhassler,rle
figureeightonpentadecathlon,cells
figureeightonpentadecathlon,rle
figureeightonrattlesnake,cells
figureeightonrattlesnake,rle
filterstream,cells
filterstream,rle
finiteplane,rle
fireship,cells
fireship,rle
fireship_synth,rle
fireshipfireship,rle
fireshipgun,rle
fireshiprake,rle
fireshipreflect,cells
fireshipreflect,rle
fireshiptagalong,cells
fireshiptagalong,rle
firespitting,cells
firespitting,rle
fleet,cells
fleet,rle
fleet_synth,rle
fleetpuller,rle
flutter,cells
flutter,rle
fly,cells
fly,rle
flybydeletionpond,rle
flybydeletionpond2,rle
flybydeletiontub,cells
flybydeletiontub,rle
flyextension,rle
flyingwing,rle
flyon60p3h1v0.3,rle
flyon60p3h1v0dot3,cells
flyon60p3h1v0dot3,rle
flyonfly,cells
flyonfly,rle
foreandback,cells
foreandback,rle
foreandback_synth,rle
fountain,cells
fountain,rle
fourblinkersaroundfourblocks,cells
fourblinkersaroundfourblocks,rle
fourboats,cells
fourboats,rle
foureaters,cells
foureaters,rle
foureatershasslingfourbookends,cells
foureatershasslingfourbookends,rle
foureatershasslingfourbookends_synth,rle
foureatershasslinglumpsofmuck,cells
foureatershasslinglumpsofmuck,rle
fourfoldbuddleia,cells
fourfoldbuddleia,rle
fourmoldshasslingeightblocks,cells
fourmoldshasslingeightblocks,rle
fourreagents,cells
fourreagents,rle
foursiamesehats,cells
foursiamesehats,rle
fourskewedblocks,cells
fourskewedblocks,rle
fourskewedblocks_synth,rle
foursnakesaroundblock,rle
fourteener,cells
fourteener,rle
fourteener_synth,rle
fourtempestshasslingequalssign,cells
fourtempestshasslingequalssign,rle
fourtwinbeesshuttlesflippingtwoships,rle
fox,cells
fox,rle
fox_synth,rle
foxandclockcatalystexamples,cells
foxandclockcatalystexamples,rle
foxclock,cells
foxclock,rle
foxclockcatalystexamples,cells
foxclockcatalystexamples,rle
fred,cells
fred,rle
frenchkiss,cells
frenchkiss,rle
frenchkiss_synth,rle
frogii,cells
frogii,rle
frothingpuffer,cells
frothingpuffer,rle
frothingpuffer2,rle
frothingpufferrake,rle
frutterfly,cells
frutterfly,rle
fullyuniversalturingmachine,zip
fumarole,cells
fumarole,rle
fumarole_synth,rle
fumaroleon34p13,cells
fumaroleon34p13,rle
fumaroleon34p14shuttle,cells
fumaroleon34p14shuttle,rle
fumaroleon43p18,rle
fumaroleon44p38,cells
fumaroleon44p38,rle
fumaroleon54p94,cells
fumaroleon54p94,rle
fumaroleonachimsp11,cells
fumaroleonachimsp11,rle
fumaroleonalt62p83,cells
fumaroleonalt62p83,rle
fumaroleonbeluchenkosp13,cells
fumaroleonbeluchenkosp13,rle
fumaroleonmerzenichsp64,cells
fumaroleonmerzenichsp64,rle
fumaroleonp18biblockhassler,cells
fumaroleonp18biblockhassler,rle
fumaroleonp76piheptominohassler,cells
fumaroleonp76piheptominohassler,rle
fumaroleonrichsp16,cells
fumaroleonrichsp16,rle
fumaroleonrobsp16,cells
fumaroleonrobsp16,rle
fumaroleontwinbeesshuttle,cells
fumaroleontwinbeesshuttle,rle
fumarolepredecessor,cells
fumarolepredecessor,rle
fusewithtailandintegral,cells
fusewithtailandintegral,rle
fusewithtailandlongtail,cells
fusewithtailandlongtail,rle
fusewithtailandnine,cells
fusewithtailandnine,rle
fusewithtailandverylongtail,cells
fusewithtailandverylongtail,rle
fusewithtwolongtails,cells
fusewithtwolongtails,rle
fusewithtwotails,cells
fusewithtwotails,rle
fx119,cells
fx119,rle
fx119fast,cells
fx119fast,rle
fx119inserter,cells
fx119inserter,rle
fx119suppressed,cells
fx119suppressed,rle
fx153,cells
fx153,rle
fx158,cells
fx158,rle
fx176,cells
fx176,rle
fx70periodquadrupler,cells
fx70periodquadrupler,rle
fx77,cells
fx77,rle
fx77extraglider,rle
fx77parallelglider,cells
fx77parallelglider,rle
fx77plusr64,cells
fx77plusr64,rle
fx77s,cells
fx77s,rle
fx77sw,cells
fx77sw,rle
g,cells
g,rle
g2pcatalyst202308,cells
g2pcatalyst202308,rle
g4receiver,cells
g4receiver,rle
gabrielsp138,cells
gabrielsp138,rle
gabrielsp138_synth,rle
gabrielsp138hasslingblinker,cells
gabrielsp138hasslingblinker,rle
gabrielsp138variant,cells
gabrielsp138variant,rle
gallus,cells
gallus,rle
galumpher,cells
galumpher,rle
gardenofeden1,cells
gardenofeden1,rle
gardenofeden11,cells
gardenofeden11,rle
gardenofeden2,cells
gardenofeden2,rle
gardenofeden3,cells
gardenofeden3,rle
gardenofeden4,cells
gardenofeden4,rle
gardenofeden45cells,cells
gardenofeden45cells,rle
gardenofeden5,cells
gardenofeden5,rle
gardenofeden5x45,cells
gardenofeden5x45,rle
gardenofeden6,cells
gardenofeden6,rle
gardenofeden8x12,cells
gardenofeden8x12,rle
gardensofeden,rle
gardensofeden2009,rle
gemini,mc
gemini,zip
gemini2,mc
gemini3,mc
germ,cells
germ,rle
ghostherschel,cells
ghostherschel,rle
ghostherschel_synth,rle
glasses,cells
glasses,rle
glasses_synth,rle
glassesvariant,cells
glassesvariant,rle
glider,cells
glider,rle
glider_synth,rle
gliderbeehivecollisions,cells
gliderbeehivecollisions,rle
gliderblinkercollisions,cells
gliderblinkercollisions,rle
gliderblockcollisions,cells
gliderblockcollisions,rle
gliderblockcycle-torus,rle
gliderblockcycle,cells
gliderblockcycle,rle
gliderblockcycleextended,rle
gliderduplicator,rle
gliderduplicator1,rle
glidereaterstampcollection,rle
glidereflectedangel,cells
glidereflectedangel,rle
glideremulator,cells
glideremulator,rle
gliderloafcollisions,rle
gliderloop,cells
gliderloop,rle
gliderloop2ec,rle
gliderpondcollisions,cells
gliderpondcollisions,rle
gliderproducingswitchengine,cells
gliderproducingswitchengine,rle
gliderproducingswitchengine_synth,rle
gliderproducingswitchenginepredecessor,rle
gliderproducingswitchenginepredecessor2,cells
gliderproducingswitchenginepredecessor2,rle
gliderpusher,cells
gliderpusher,rle
glidersbythedozen,cells
glidersbythedozen,rle
glidersbythedozen_synth,rle
glidersbythedozenfinal,rle
glidersbythedozenoriginal,cells
glidersbythedozenoriginal,rle
glidershipcollisions,rle
gliderstopper,rle
glidersymmetricpps,rle
glidertlcollisions,rle
gliderto2blocks,cells
gliderto2blocks,rle
gliderto2ec,rle
glidertoblock,cells
glidertoblock,rle
glidertoblock2a,rle
glidertoblock2b,cells
glidertoblock2b,rle
glidertoboat,cells
glidertoboat,rle
glidertrain,rle
glidertubcollisions,cells
glidertubcollisions,rle
gliderturner,cells
gliderturner,rle
glidesymmetricpps,rle
goban,cells
goban,rle
gocow,rle
goldenhead,cells
goldenhead,rle
gosperglidergun,cells
gosperglidergun,rle
gosperglidergun_synth,rle
gosperglidergungliderdestruction,rle
gospergundestroyedbygliders,cells
gospergundestroyedbygliders,rle
gosperguninlineinverter,cells
gosperguninlineinverter,rle
gottsdots,cells
gottsdots,rle
goucherp487reflector,rle
gourmet,cells
gourmet,rle
gourmet2,cells
gourmet2,rle
grandfatherproblem22x22,cells
grandfatherproblem22x22,rle
grandfatherproblemsolved,cells
grandfatherproblemsolved,rle
graycounter,cells
graycounter,rle
graycounter_synth,rle
greatgrandfatherproblem,cells
greatgrandfatherproblem,rle
greatgreatgrandfatherproblem,cells
greatgreatgrandfatherproblem,rle
greatonoff,cells
greatonoff,rle
greatonoff_synth,rle
greatonoffpredecessor,cells
greatonoffpredecessor,rle
greyship,rle
greyshipwithwick,cells
greyshipwithwick,rle
griddle,cells
griddle,rle
griddleandbeehive,cells
griddleandbeehive,rle
griddleandbeehive_synth,rle
griddleandblock,cells
griddleandblock,rle
griddleandblock_synth,rle
griddleandblocks,cells
griddleandblocks,rle
griddleandboat,cells
griddleandboat,rle
griddleandboat_synth,rle
griddleanddock,cells
griddleanddock,rle
griddleandtable,cells
griddleandtable,rle
gridsp16,cells
gridsp16,rle
grin,cells
grin,rle
grinreagent,cells
grinreagent,rle
growing3c14piwaveship,rle
growingshrinkingspaceship,rle
growingspaceshipc2andc5,cells
growingspaceshipc2andc5,rle
growrakelwss,rle
gsparkcoil,cells
gsparkcoil,rle
gtolwss,rle
gtolwss2023,rle
gullwithtub,cells
gullwithtub,rle
gun-p80+n,rle
gun132,rle
gunstar,cells
gunstar,rle
gunstar2,cells
gunstar2,rle
gunstar216,rle
hacksaw,cells
hacksaw,rle
halfbakedknightship,mc
halfbakery,cells
halfbakery,rle
halfbakery_synth,rle
halfbakeryreaction,rle
halfblockadeeatinglwss,cells
halfblockadeeatinglwss,rle
halfmax,cells
halfmax,rle
halfmax2,rle
halfmax3,rle
halfmaxv2,rle
halfmaxv3,rle
halfmiddleweightvolcano,cells
halfmiddleweightvolcano,rle
hammerhead,cells
hammerhead,rle
harbor,cells
harbor,rle
harbor_synth,rle
harvester,cells
harvester,rle
hat,cells
hat,rle
hat_synth,rle
hatsiamesevase,cells
hatsiamesevase,rle
hatsiamesevase_synth,rle
hatwithcape,cells
hatwithcape,rle
hbkcaterpillar,mc
hbkgun,zip
hbkreaction,cells
hbkreaction,rle
heart,cells
heart,rle
heartmonomer,cells
heartmonomer,rle
heavyweightemulator,cells
heavyweightemulator,rle
heavyweightemulator_synth,rle
heavyweightvolcano,cells
heavyweightvolcano,rle
heavyweightvolcanoeppstein,cells
heavyweightvolcanoeppstein,rle
heavyweightvolcanohickerson,cells
heavyweightvolcanohickerson,rle
heavyweightvolcanosuhajda,cells
heavyweightvolcanosuhajda,rle
hebdarole,cells
hebdarole,rle
hebdarole2,cells
hebdarole2,rle
hectic,cells
hectic,rle
hectic_synth,rle
heisen2,rle
helix,cells
helix,rle
heptapole,cells
heptapole,rle
heptapole_synth,rle
herschel,cells
herschel,rle
herschel_synth,rle
herscheldescendant,cells
herscheldescendant,rle
herschelgrandparent,cells
herschelgrandparent,rle
herschelgreatgrandparent,cells
herschelgreatgrandparent,rle
herschelparent,cells
herschelparent,rle
herschelprime,cells
herschelprime,rle
herschelreceiver,cells
herschelreceiver,rle
herschelreceivervariant,rle
herschelreceivervariant2,rle
herschelstopper,rle
herscheltransmitterstable,cells
herscheltransmitterstable,rle
herschelwithblock,cells
herschelwithblock,rle
hertzoscillator,cells
hertzoscillator,rle
hertzoscillator_synth,rle
hexagonalkey,cells
hexagonalkey,rle
hexagonalkeylwss,cells
hexagonalkeylwss,rle
hexagonalkeylwss2,cells
hexagonalkeylwss2,rle
hexapole,cells
hexapole,rle
hexapole_synth,rle
hexominoes,rle
hf110b,cells
hf110b,rle
hf132b,cells
hf132b,rle
hf214b,cells
hf214b,rle
hf94b,cells
hf94b,rle
hf95p,cells
hf95p,rle
hfhassler1502p14,rle
hfx58b,cells
hfx58b,rle
hheptomino,cells
hheptomino,rle
highbandwidthtelegraph,rle
highclearanceeater1variant,cells
highclearanceeater1variant,rle
highlife10cellstilllifes,rle
highlife11cellstilllifes,rle
highlife12cellstilllifes,rle
highlife13cellstilllifes,rle
highlife4cellstilllifes,rle
highlife5cellstilllifes,rle
highlife6cellstilllifes,rle
highlife7cellstilllifes,rle
highlife8cellstilllifes,rle
highlife9cellstilllifes,rle
highlifereplicatorxp96,rle
highwayrobber,rle
hiltonsp66,rle
hivefive,cells
hivefive,rle
hivemaker,cells
hivemaker,rle
hivenudger,cells
hivenudger,rle
hivenudger2,cells
hivenudger2,rle
hivenudger_synth,rle
hivenudgerwithfourlwss,cells
hivenudgerwithfourlwss,rle
hivetesttubebaby,cells
hivetesttubebaby,rle
hl166w,cells
hl166w,rle
hl75p,cells
hl75p,rle
hlx111r,cells
hlx111r,rle
hlx185b,cells
hlx185b,rle
hlx53b,cells
hlx53b,rle
hlx69r,cells
hlx69r,rle
hne16t14,cells
hne16t14,rle
honeybarge,cells
honeybarge,rle
honeybit,cells
honeybit,rle
honeybithwsseater,cells
honeybithwsseater,rle
honeycomb,cells
honeycomb,rle
honeycombinator,cells
honeycombinator,rle
honeycombinatorialsparkcoil,cells
honeycombinatorialsparkcoil,rle
honeyfarm,cells
honeyfarm,rle
honeyfarm2tubtesttubebaby,cells
honeyfarm2tubtesttubebaby,rle
honeyfarm_synth,rle
honeyfarmgenerator,rle
honeyfarmrestoringloaf,cells
honeyfarmrestoringloaf,rle
honeyfarmrestoringloaf2,cells
honeyfarmrestoringloaf2,rle
honeyfarmstopulsars,cells
honeyfarmstopulsars,rle
honeyring,rle
honeythieves,cells
honeythieves,rle
honeythieves_synth,rle
honeythieveswithtesttubebaby,cells
honeythieveswithtesttubebaby,rle
hook,cells
hook,rle
hookednine,cells
hookednine,rle
hookedtail,cells
hookedtail,rle
hooklinelonghook,cells
hooklinelonghook,rle
hooklinetub,cells
hooklinetub,rle
hooknudger1,cells
hooknudger1,rle
hooks,cells
hooks,rle
hooks_synth,rle
hookstesttubebaby,cells
hookstesttubebaby,rle
hooktesttubebaby,cells
hooktesttubebaby,rle
hookwithnine,cells
hookwithnine,rle
hookwithtail,cells
hookwithtail,rle
hookwithtail_synth,rle
hookwithtailhooksiamesesnake,cells
hookwithtailhooksiamesesnake,rle
hookwithtailp14oscillator,cells
hookwithtailp14oscillator,rle
hookwithtailtailsiamesesnake,cells
hookwithtailtailsiamesesnake,rle
hookwithtailwithcape,cells
hookwithtailwithcape,rle
hookwithtwotails,cells
hookwithtwotails,rle
hotcrystal0reflector,rle
houndstooth,cells
houndstooth,rle
house,cells
house,rle
house_synth,rle
housebridgehouse,cells
housebridgehouse,rle
housegsparkcoil,cells
housegsparkcoil,rle
househungrygsparkcoil,cells
househungrygsparkcoil,rle
houseonhousesiamesetableontableweldhatsiamesehat,cells
houseonhousesiamesetableontableweldhatsiamesehat,rle
housesiameseshillelagh,cells
housesiameseshillelagh,rle
hr44bandhr48b,rle
hrx65r,cells
hrx65r,rle
hrx74b,cells
hrx74b,rle
htog0stamp,rle
htomwss,cells
htomwss,rle
htomwssrep72,rle
hungryeater1s,rle
hungryhat,cells
hungryhat,rle
hungryhat_synth,rle
hustler,cells
hustler,rle
hustler_synth,rle
hustlerii,cells
hustlerii,rle
hustlerii_synth,rle
hustleroriginal,cells
hustleroriginal,rle
hwss,cells
hwss,rle
hwss2mwssdownconverter,cells
hwss2mwssdownconverter,rle
hwss_synth,rle
hwssblinkerfuse,rle
hwssglidercollisions,rle
hwssglidercollisionsample,rle
hwssonhwss1,cells
hwssonhwss1,rle
hwssonhwss10,cells
hwssonhwss10,rle
hwssonhwss2,cells
hwssonhwss2,rle
hwsssynthesis,cells
hwsssynthesis,rle
hybridgreyship,rle
hydra,rle
iheptomino,cells
iheptomino,rle
impairedpreshiptie,cells
impairedpreshiptie,rle
infinitecordershipgun,rle
infinitegliderhotel,rle
infinitegliderhotel2,rle
infinitegliderhotel3,rle
infinitegliderhotel4,rle
infinitegliderhotel5,rle
infinitelwsshotel,rle
infiniteworkerbee,rle
inflected30greatsym,cells
inflected30greatsym,rle
inflected30greatsym_synth,rle
inflectedclips,cells
inflectedclips,rle
inflectedlongsnake,cells
inflectedlongsnake,rle
inflexion,cells
inflexion,rle
inlineinverter,cells
inlineinverter,rle
integraleatingpentadecathlon,cells
integraleatingpentadecathlon,rle
integralsign,cells
integralsign,rle
integralsign_synth,rle
integralwithcishook,cells
integralwithcishook,rle
integralwithhook,cells
integralwithhook,rle
integralwithhook_synth,rle
integralwithhookandtail,cells
integralwithhookandtail,rle
integralwithlonghook,cells
integralwithlonghook,rle
integralwithlonghookandtub,cells
integralwithlonghookandtub,rle
integralwithtub,cells
integralwithtub,rle
integralwithtub_synth,rle
integralwithtubandhook,cells
integralwithtubandhook,rle
integralwithtubandtail,cells
integralwithtubandtail,rle
integralwithtwotubs,cells
integralwithtwotubs,rle
integralwithverylonghook,cells
integralwithverylonghook,rle
interchange,cells
interchange,rle
interchange_synth,rle
interchangepredecessor,cells
interchangepredecessor,rle
introvert,cells
introvert,rle
inverteddoubleclaw,cells
inverteddoubleclaw,rle
invertedfrutterfly,cells
invertedfrutterfly,rle
irrational5p60version,rle
iwona,cells
iwona,rle
iwona_synth,rle
iwonaactiveregion,cells
iwonaactiveregion,rle
jack,cells
jack,rle
jack_synth,rle
jaggedlines,rle
jam,cells
jam,rle
jam_synth,rle
jamon34p13.1,cells
jamon34p13.1,rle
jamon44p7.2,cells
jamon44p7.2,rle
jasonsbow,rle
jasonsp11,cells
jasonsp11,rle
jasonsp156,cells
jasonsp156,rle
jasonsp22,cells
jasonsp22,rle
jasonsp22on30p25,cells
jasonsp22on30p25,rle
jasonsp22on74p127,cells
jasonsp22on74p127,rle
jasonsp22onp146piheptominohassler,cells
jasonsp22onp146piheptominohassler,rle
jasonsp22onp196piheptominohassler,cells
jasonsp22onp196piheptominohassler,rle
jasonsp33.1,cells
jasonsp33.1,rle
jasonsp33,cells
jasonsp33,rle
jasonsp36caterers_synth,rle
jasonsp6,cells
jasonsp6,rle
jaws,rle
jaydot,cells
jaydot,rle
jaydot_synth,rle
jellyfish,rle
jolson,cells
jolson,rle
jolson_synth,rle
jolsonp9,cells
jolsonp9,rle
jolsonperiod9,rle
jormungantsgtoh,cells
jormungantsgtoh,rle
jsp36,cells
jsp36,rle
justyna,cells
justyna,rle
justyna_synth,rle
karelsp15,cells
karelsp15,rle
karelsp15_synth,rle
karelsp177,cells
karelsp177,rle
karelsp177_synth,rle
karelsp177reactions,rle
karelsp28x2,cells
karelsp28x2,rle
kermit,cells
kermit,rle
kickbackreaction,cells
kickbackreaction,rle
killercandlefrobras,cells
killercandlefrobras,rle
killercandlefrobraseatinghwss,cells
killercandlefrobraseatinghwss,rle
killertoads,cells
killertoads,rle
kleinbottle,rle
knightshippartial,cells
knightshippartial,rle
knightwave,rle
knightwavesupported,rle
koksgalaxy,cells
koksgalaxy,rle
koksgalaxy_synth,rle
krake,cells
krake,rle
krake_synth,rle
l112,cells
l112,rle
l112functions,rle
l112periodquadrupler,cells
l112periodquadrupler,rle
l112pm,cells
l122,cells
l122,rle
l122p2,cells
l122p2,rle
l122p4,cells
l122p4,rle
l141,cells
l141,rle
l156,cells
l156,rle
l156alternate,cells
l156alternate,rle
l156reactions,rle
l156variants,rle
l200,cells
l200,rle
lake2,cells
lake2,rle
lake2_synth,rle
landoflakes,cells
landoflakes,rle
landoflakespredecessor,cells
landoflakespredecessor,rle
laputa,cells
laputa,rle
leafbug,mc
leafbug2,rle
leafbug2a,rle
leafbug2a1,rle
leafbug2c,rle
leafbug2cbb,rle
legs,cells
legs,rle
lei,cells
lei,rle
lidka,cells
lidka,rle
lidka_synth,rle
lif_pattern_backup,zip
life35c200replicator,cells
life35c200replicator,rle
life35c200replicatorstrength,rle
lifedigits,cells
lifedigits,rle
lifehistoryexample,rle
lifelightspeedreplicator,cells
lifelightspeedreplicator,rle
lifelightspeedreplicatorstrength,cells
lifelightspeedreplicatorstrength,rle
lifewithoutdeathquadraticgrowth,rle
lightbulb,cells
lightbulb,rle
lightbulb2,cells
lightbulb2,rle
lightbulb_synth,rle
lightspeedbubble1,cells
lightspeedbubble1,rle
lightspeedbubble2,cells
lightspeedbubble2,rle
lightspeedbubble2torus,cells
lightspeedbubble2torus,rle
lightspeedcrawler,rle
lightspeedoscillator1,cells
lightspeedoscillator1,rle
lightspeedoscillator2,cells
lightspeedoscillator2,rle
lightspeedoscillator3,cells
lightspeedoscillator3,rle
lightweightemulator,cells
lightweightemulator,rle
lightweightemulator_synth,rle
lightweightschickengine,cells
lightweightschickengine,rle
linearpropagator,mc
linearpropagator,zip
linecrosser,rle
linecuttingreaction,cells
linecuttingreaction,rle
linemendingreaction,rle
lineofsixspark,cells
lineofsixspark,rle
lineofthree,cells
lineofthree,rle
linepuffer,rle
linepuffer1,rle
loadingdock,cells
loadingdock,rle
loadingdock_synth,rle
loaf,cells
loaf,rle
loaf_synth,rle
loafbacktieloaf,cells
loafbacktieloaf,rle
loafbacktieloaf_synth,rle
loafer,cells
loafer,rle
loafer_synth,cells
loafer_synth,rle
loafereaterandtoh,cells
loafereaterandtoh,rle
loafflipper,cells
loafflipper,rle
loafflipper2,cells
loafflipper2,rle
loafflipper3,cells
loafflipper3,rle
loafgenerators,cells
loafgenerators,rle
loafglidermovementreactions,cells
loafglidermovementreactions,rle
loaflipflop,cells
loaflipflop,rle
loaflipflop_synth,rle
loafpull,cells
loafpull,rle
loafsiamesebarge,cells
loafsiamesebarge,rle
loafsiamesebarge_synth,rle
loafsiameseloaf,cells
